attr000,attr001,attr002,attr003,attr004,attr005,attr006,attr007,attr008,attr009,attr010,attr011,attr012,attr013,attr014,attr015,attr016,attr017,attr018,attr019,attr020,attr021,attr022,is_anomaly
0.0, 0.04654532558345701, 0.0, 0.9977924844156738, 0.8861006045323764, 1.0, 1.0, 0.0, 0.8871155206462488, 1.0, 1.0, 0.5370656253303132, 0.012473291263228282, 0.007286612358969517, 8.464155842846508E-4, 9.409081478573435E-4, 5.409024560614314E-4, 0.35834371922730635, 0.7568697467167492, 0.5930099530659652, 0.22282201382436959, 0.0015330476692733655, 1.8302063698197316E-4, 1
8.305647840531562E-4, 0.5181265342593048, 0.020800811380555423, 0.9982400723063608, 0.6515210293214366, 0.998986259004398, 0.9388638587916694, 0.9860406646761906, 0.6732849137625004, 0.5167968352441933, 0.7950927715865056, 0.6223386487396646, 0.012702384388825459, 0.006508593849137257, 0.0014094544756995224, 7.157248759417922E-4, 5.143314233158632E-4, 0.38683411793593964, 0.8255253813517366, 0.5490459340851641, 0.20824026876974452, 0.0014235234513751433, 2.0809904620094466E-4, 1
0.0016611295681063123, 0.23740587165699686, 0.03336687751566714, 0.9984334035766401, 0.6081369411308312, 0.9988458712772167, 0.9402061765112955, 0.971271222055281, 0.544793800471749, 0.23942050276783383, 0.6132365239605891, 0.6226332182123171, 0.009361139135908974, 0.007404875613867556, 0.0015396017508102447, 6.785524371389826E-4, 6.58945992012864E-4, 0.3713679256029655, 0.4267840660004287, 0.3507710100865643, 0.20987554498947508, 0.0013651321297177923, 3.00058171090912E-4, 1
0.0024916943521594683, 0.6409110303398283, 0.03582962716823312, 0.9980366514876525, 0.566781430834384, 0.9984675504794897, 0.941018090776846, 0.9644970843278847, 0.39462958239434953, 0.19914597613158164, 0.5814366000852073, 0.323714762996328, 0.008272510304393485, 0.005223776361485311, 0.0010813371406284697, 6.461179510449844E-4, 5.575477709456889E-4, 0.3080872431969933, 0.6107036859065056, 0.31499775034567556, 0.18562519702033617, 0.0014234326249910696, 5.647565396961711E-4, 0
0.0033222591362126247, 0.31124539921514804, 0.02897577996136352, 0.998077320129012, 0.6101655190249895, 0.9987039953409133, 0.9411783159422993, 0.9216900185954783, 0.5863742384041527, 0.2878617985831169, 0.5141886974569836, 0.5211688540869472, 0.010158733567668029, 0.007536365107232191, 0.0012436016278245927, 8.122318922325992E-4, 3.4346520876661944E-4, 0.3219607442741167, 0.269384838741014, 0.1921439452533796, 0.38666785146567056, 0.00168805756564961, 3.3271896570957765E-4, 0
0.004152823920265781, 0.5236793331883447, 0.025982869194478148, 0.9976195650779851, 0.6101655190249895, 0.9985148574906729, 0.9407364113960228, 0.9920085039292218, 0.3219739302158633, 0.36859670160937036, 0.18224341327701088, 0.433490432011536, 0.006737022995232378, 0.007424959901909426, 0.001832393172245712, 5.593822605050953E-4, 3.2527602162348577E-4, 0.3099275926693168, 0.2345927420293632, 0.08540258724913528, 0.1511516216316531, 0.0017518789950786487, 4.4279576605132405E-4, 1
0.0049833887043189366, 0.8208138837033838, 0.023605666228409795, 0.9980874872893518, 0.7023728703973103, 0.9991842810121248, 0.9405430623536505, 0.9924154619891393, 0.5040955909615632, 0.44821827611078413, 0.4658918991937641, 0.5493292722667227, 0.006483809649960068, 0.008181522513784761, 0.002041266400702666, 7.283212902006595E-4, 1.0400619662617204E-4, 0.165988384112409, 0.6071656056535621, 0.14406294081366589, 0.4993329080834755, 0.001519655668273934, 5.692124990626286E-4, 0
0.005813953488372093, 0.5071191545079241, 0.02623510551605789, 0.9980926096754772, 0.6847460640739663, 0.9990926434080025, 0.9403883999766874, 0.9886252438882587, 0.5312001199094368, 0.3311063812840448, 0.2887813172175952, 0.23073923176946884, 0.007890387021144182, 0.008089744393198848, 0.002231500158866428, 7.025095525761164E-4, 4.3859922466523284E-4, 0.5281895804661375, 0.5782667813470631, 0.3698243552606605, 0.10730485814442396, 0.0015648952421843411, 6.712617615731619E-4, 1
0.006644518272425249, 0.5901186206861364, 0.03302909450758978, 0.9986368243953484, 0.5945753725794459, 0.998857686755701, 0.940556885040202, 0.9694355159901886, 0.6020900004470308, 0.28758390895132063, 0.6629214996626732, 0.6126983032465699, 0.008949230704480029, 0.008784660759447565, 0.001416811118367469, 6.921494912916243E-4, 3.5638695814374933E-4, 0.2688374239832723, 0.5545246306929398, 0.4318623024112045, 0.37916761639556307, 0.0012935421624594128, 3.6885649205374696E-4, 0
0.007475083056478406, 0.47901866718029207, 0.02838151999519748, 0.9982248603718065, 0.6589807002230628, 0.9990187741188528, 0.9409960081922333, 0.9696237597292073, 0.5847465203911782, 0.40766497484390835, 0.5048909489830359, 0.4036300394931772, 0.004921895730592568, 0.008478759091011466, 0.0018577347113488039, 6.255451877871452E-4, 2.148453259065242E-4, 0.5845337232860321, 0.03336732903472435, 0.2055006462792921, 0.26079530493544545, 0.0018332417939303043, 4.6925515519822094E-4, 1
