 var_0023, var_0024, var_0025, var_0035, var_0036, var_0002, var_0033, var_0061, var_0016, var_0013, var_0066, var_0067, var_0085, var_0038, var_0084, var_0081, var_0007, var_0056, var_0095, var_0099, var_0065, var_0008, var_0022, var_0078, var_0050, var_0029, var_0048, var_0027, var_0006, var_0047, var_0053, var_0079, var_0093, var_0083, var_0089, var_0092, var_0003, var_0071, var_0090, var_0030,is_anomaly,subspaces
0.6373840000000001,0.0103139,0.343954,0.751555,0.00224474,0.704325,0.16831400000000002,0.16423900000000002,0.220715,0.934964,-0.00407794,0.0759362,0.471785,0.846417,0.724032,0.00354798,-0.0152315,0.274402,-0.0145949,0.00685548,0.0686784,0.400209,-0.0237478,-0.0158579,0.716726,0.00893135,0.0160991,0.037149400000000006,0.390324,0.79709,0.548083,0.5963390000000001,0.498685,0.534118,0.611969,0.709476,0.389235,0.277235,0.224492,0.7000770000000001,0,-
0.00252056,0.08505839999999999,0.0767847,0.0164474,0.501347,0.8881129999999999,0.180031,0.0266017,0.0162947,0.952713,0.536604,-0.0018891,0.76266,0.0076428,0.904377,0.5494020000000001,0.00355031,0.411008,0.109737,0.980503,0.472407,0.7042619999999999,0.578469,0.65801,0.338587,0.330416,0.790438,0.3282,0.358274,0.91055,0.0168702,0.00428391,0.00739012,0.411044,0.713974,0.00988537,0.00891915,0.0288236,0.275515,0.370487,0,-
0.50158,0.939356,0.866775,-0.00653841,0.369141,0.0438713,0.6754680000000001,0.919973,0.742387,0.251537,0.590853,-0.0125438,0.14105399999999998,0.610845,0.00774097,0.626883,0.000224993,0.956783,-0.00456157,-0.0267079,0.624081,0.718839,0.680639,0.0143934,0.116272,0.469365,0.0291815,0.717884,0.919266,-0.0175952,0.625189,0.8568690000000001,0.00505961,0.661565,0.969606,0.726316,0.8460209999999999,0.8664569999999999,0.88761,0.933599,1,[0 1 2];
0.0118544,0.875865,0.329521,0.00186876,0.7592260000000001,0.0105785,0.8738950000000001,0.64654,-0.0037419,0.60258,0.358126,0.0043595,0.7540720000000001,0.000549575,0.000955913,-0.012645299999999998,0.4738,-0.00994975,-0.0112421,0.42126,0.71222,0.0657948,0.00426336,0.8980389999999999,-0.00971495,0.92085,0.6981109999999999,0.464595,0.384619,-0.017707900000000002,0.00942664,0.0152629,0.131942,0.196005,0.500189,-0.015666,0.8170970000000001,0.729002,0.141311,-0.00988193,0,-
0.649872,0.8663219999999999,-0.013019799999999998,0.0135507,0.4689100000000001,0.517944,0.293501,-0.00656898,-0.0130286,0.91478,0.0147918,0.938187,0.813377,0.0375318,-0.00269393,0.657053,0.951143,0.482125,-0.00396927,0.626765,0.841161,0.721116,0.00185633,0.00551003,-0.00496648,0.438987,-0.00713623,0.915432,0.00502209,0.252272,0.970039,0.0705656,0.943294,0.68782,0.036438,0.00794534,0.300683,0.50894,0.00649005,0.980699,0,-
0.582739,0.270552,-0.0080616,0.00496441,0.380825,0.358177,0.472098,0.739792,0.607482,0.22402,0.391527,-0.00171777,0.89036,0.0105644,0.00665502,0.4400850000000001,0.467833,-0.0133463,0.0108175,0.00338075,-0.00430936,0.0111231,-0.017036799999999998,0.0122389,0.010275200000000002,0.996568,0.00139975,-0.00625865,0.920149,0.15798099999999998,0.644345,0.117654,0.014114700000000003,0.306114,0.000655354,0.464949,0.0159699,0.259123,0.014081299999999996,0.7780600000000001,0,-
0.971582,0.432587,0.0289386,-0.00116142,0.902127,0.582144,0.953332,0.808673,0.132996,0.421491,0.725453,0.00888878,0.0105744,0.00174237,0.95311,0.316515,0.00821378,0.4142,0.00968479,0.547045,0.418007,0.110273,0.728621,0.459028,0.7136640000000001,0.380673,0.958447,-0.0156507,0.344129,0.619646,-0.00212511,0.0154411,0.5171279999999999,0.180433,0.4489770000000001,0.16480999999999998,0.6499159999999999,0.284563,0.668596,0.00472603,0,-
0.0120515,0.4400060000000001,0.8518459999999999,0.051948,0.0287608,0.29380500000000004,0.186269,0.339692,0.63871,0.995503,0.322561,0.00553856,0.00308296,0.920261,0.374319,0.0127411,0.00919309,0.309185,0.658181,0.0388634,0.967901,0.120758,0.60195,0.0150793,0.015198500000000004,-0.0142908,0.551168,0.388008,0.4941100000000001,0.66146,0.307861,-0.0121666,-0.000470539,0.769278,0.00977847,0.811589,0.8548819999999999,0.30737,0.191944,0.423386,0,-
0.00861924,0.590064,0.733444,0.88331,0.750143,0.156336,0.645051,0.00641798,0.534751,0.913908,0.00482306,0.6996020000000001,0.104121,0.0177554,0.7664949999999999,0.00796752,0.0193766,-0.0142326,0.320833,0.262824,0.627847,0.904704,0.00392416,-0.014162200000000003,0.235799,0.266314,0.219613,0.0106229,0.724634,0.292044,0.190359,0.674818,0.220157,0.307327,0.364748,0.301898,0.803153,-0.00505848,0.290114,0.320919,1,[3 4];
0.00265268,0.853791,0.445713,0.8324879999999999,-0.00518673,0.444317,0.309218,0.548248,0.0201154,0.925626,0.012481,0.175502,0.346186,0.649926,0.0167291,0.6064510000000001,0.878057,0.273471,0.304808,0.698724,0.975519,0.177297,-0.00606811,0.150051,-0.00982598,0.00820637,0.00436134,0.5614100000000001,0.6891729999999999,0.358484,0.0348467,0.00548538,0.488041,0.253405,0.00265153,-0.00703018,0.887438,0.193413,0.0711777,0.674269,0,-
0.662195,0.0116083,0.840568,0.00631167,0.816268,0.135921,0.004200100000000001,0.582495,0.00929741,0.592275,0.00709232,0.447058,0.28552,-0.0137042,0.8944409999999999,0.929968,0.379965,-0.00387024,0.054208800000000015,-0.00214695,0.376575,0.8439469999999999,0.205083,0.0100921,0.06842469999999999,0.0644097,0.0113678,-0.00829502,-0.00254124,0.986779,0.427612,0.64368,0.0214634,0.015322399999999996,0.396826,0.377385,0.734116,0.00991497,0.878991,0.814559,0,-
0.00511747,0.107892,0.289872,0.968094,-0.013573500000000002,0.33781500000000003,0.0276939,0.0249758,0.138728,0.0197406,0.8864569999999999,-0.00926953,0.323317,-0.00409942,0.744174,0.00332056,0.141002,0.375224,0.589291,-0.00356141,0.8524959999999999,-0.0121649,0.314632,0.223213,0.697226,0.38082,0.284851,-0.00496589,0.398416,0.25179,0.00744355,-0.00908527,-0.0104148,0.00434772,0.484407,0.922489,0.00379428,0.021557,0.993031,0.682394,0,-
