 var_0057, var_0058, var_0059, var_0060, var_0013, var_0014, var_0015, var_0016, var_0017, var_0002, var_0018, var_0062, var_0046, var_0095, var_0035, var_0050, var_0048, var_0068, var_0099, var_0007,is_anomaly,subspaces
0.00673728,0.0282148,0.8933690000000001,0.154508,0.934964,0.553531,0.392938,0.220715,0.00332109,0.704325,0.0010179,-0.013587,0.323292,-0.0145949,0.751555,0.716726,0.0160991,0.8354090000000001,0.00685548,-0.0152315,0,-
0.990108,0.565,0.00542283,0.293927,0.952713,0.286367,0.0815276,0.0162947,0.211264,0.8881129999999999,0.00559829,0.219965,0.700786,0.109737,0.0164474,0.338587,0.790438,0.00348718,0.980503,0.00355031,0,-
0.623192,0.690695,0.6034689999999999,0.751606,0.0120088,0.592529,0.667613,0.415613,0.922148,0.274206,0.429753,0.890534,-0.00338537,0.099426,-0.00472357,0.0853915,0.0423969,0.0713364,0.146303,0.132902,1,[0 1 2 3];
-0.0186745,0.122328,0.905797,0.010082700000000002,0.60258,0.0997978,0.173322,-0.0037419,0.782724,0.0105785,0.679214,0.764372,0.6927800000000001,-0.0112421,0.00186876,-0.00971495,0.6981109999999999,0.834992,0.42126,0.4738,0,-
0.94013,0.808868,0.00021621,0.235146,0.91478,0.120163,0.213278,-0.0130286,0.797971,0.517944,0.599076,0.668922,0.2558,-0.00396927,0.0135507,-0.00496648,-0.00713623,0.436125,0.626765,0.951143,0,-
0.00479919,0.516282,0.210702,0.673772,0.22402,0.752073,0.00352251,0.607482,0.660209,0.358177,0.7894180000000001,0.902034,0.2513,0.0108175,0.00496441,0.010275200000000002,0.00139975,0.00961256,0.00338075,0.467833,0,-
-0.0169856,0.06819789999999999,0.0154684,0.253869,0.421491,0.238848,0.23520700000000005,0.132996,-0.0155396,0.582144,0.522203,-0.014788,0.455444,0.00968479,-0.00116142,0.7136640000000001,0.958447,0.339047,0.547045,0.00821378,0,-
0.877986,0.266432,0.0305366,0.0007774460000000001,0.995503,0.0129989,0.838952,0.63871,0.51682,0.29380500000000004,-0.011376100000000002,0.507228,-0.00119989,0.658181,0.051948,0.015198500000000004,0.551168,-0.00307573,0.0388634,0.00919309,0,-
0.8654440000000001,0.991611,-0.00965628,0.429151,0.925626,0.617334,0.5699850000000001,0.0201154,0.537036,0.444317,-0.012816299999999996,0.6108,0.126878,0.304808,0.8324879999999999,-0.00982598,0.00436134,0.252553,0.698724,0.878057,0,-
0.377805,0.0159159,0.285597,0.537031,0.592275,0.469682,0.5813689999999999,0.00929741,0.122747,0.135921,0.411857,-0.00814057,0.6122270000000001,0.054208800000000015,0.00631167,0.06842469999999999,0.0113678,0.450847,-0.00214695,0.379965,0,-
0.000245755,0.0959056,0.210414,0.788262,0.0197406,0.350198,0.00197215,0.138728,0.249671,0.33781500000000003,0.0132014,0.209511,-0.00554881,0.589291,0.968094,0.697226,0.284851,0.884619,-0.00356141,0.141002,0,-
0.255008,0.69412,0.477094,-0.00442694,0.403956,0.7240340000000001,0.0108266,0.963989,0.5570689999999999,0.13711700000000002,0.0176187,0.0261966,0.0887701,0.7614449999999999,0.00233411,0.786687,0.559787,0.215157,-0.00436117,0.378417,0,-
0.0087752,0.681971,0.535425,0.924588,0.931947,0.994348,-0.00559118,0.364807,0.131493,0.06364940000000001,0.4677560000000001,0.152342,0.451881,-0.0149798,0.000167022,0.0203364,0.227319,0.0998556,0.751359,0.633274,0,-
0.860416,0.0134563,0.155029,0.000481845,0.867683,0.208113,0.283073,0.954007,0.00939173,0.320574,-0.00520197,0.280011,0.84154,0.257123,0.483699,0.147295,0.130497,0.190591,0.0058881,-0.00783806,0,-
0.362833,0.361717,-0.00278867,0.8303590000000001,0.8311540000000001,-0.00221772,0.428091,0.427577,0.028866900000000008,-0.000295573,0.707929,0.00967807,0.430259,0.53469,0.336484,0.613697,0.6541319999999999,0.746337,0.494181,0.961106,0,-
0.00208493,0.176333,0.0758263,0.251849,-0.00083354,0.0808928,0.0633538,0.15071199999999998,0.785637,0.851988,0.384392,0.463279,0.956462,0.48665,0.163456,0.00568979,0.17019,-0.0109719,0.922555,0.00630444,0,-
0.834458,0.804184,-0.0167377,0.180723,-0.00516234,0.976626,0.730158,0.121225,0.940219,0.00154077,-0.00644595,0.168461,0.700978,0.673571,0.00116098,0.618893,0.525274,0.112627,0.561528,0.367965,0,-
0.8267680000000001,0.233751,0.00300248,0.4649140000000001,0.840775,0.737108,0.857907,0.6479239999999999,0.7561640000000001,0.498375,0.438423,0.299429,0.842168,0.014252,0.199339,0.013075,0.6274109999999999,0.0180808,0.0381543,0.0042449,1,[4 5 6 7 8];
-0.00277888,0.951393,0.944174,0.5156930000000001,0.493241,-0.000831551,0.665935,0.7455470000000001,0.146054,-0.0164778,0.407,0.437233,0.157513,0.518402,0.00487058,0.698494,0.0180811,0.7361979999999999,0.8016949999999999,0.433079,0,-
0.113143,0.00650617,0.133364,0.259943,0.00109766,0.721781,0.898437,0.918541,0.981273,0.118177,-0.0151912,-0.0008415060000000001,0.495367,0.0946508,-0.000111625,0.286551,0.56684,0.017150099999999998,0.00529639,0.713463,0,-
0.925923,0.0765572,-0.00837083,0.88294,0.497809,0.61734,0.00663282,0.0580794,0.730683,0.000899154,0.0144109,0.742414,0.936269,0.16369,0.207923,0.380342,0.7823640000000001,0.717492,-0.000448856,0.0130631,0,-
0.536755,0.00867297,0.7004229999999999,0.364822,-0.0171315,0.393167,0.0430284,0.7941739999999999,0.795663,0.562555,-0.00734738,0.592282,-0.0032024,0.292333,0.00359753,0.804225,0.19536,0.343109,0.012509,0.4325850000000001,0,-
0.424009,0.0692442,0.0182716,0.685455,0.669792,0.217106,0.423182,-0.014952600000000003,0.8094100000000001,0.5381729999999999,0.010842,0.785838,0.00953541,0.4086,0.00386967,0.957738,0.0979118,0.476383,0.00625839,0.25956,0,-
0.85416,0.0102239,0.461274,0.396552,0.770414,-0.00810337,0.0307907,0.8736389999999999,0.716318,0.501586,-0.000984164,0.138542,0.753901,0.284089,0.58467,0.00868994,0.909089,0.103931,0.663219,0.219741,0,-
0.319153,0.617552,-0.00434108,0.092259,-0.00831766,0.957182,0.244405,0.613446,0.783267,0.303865,-0.00310845,0.160509,-0.00254175,-0.0050003,-0.00352024,0.103504,0.271069,0.00627539,0.6959420000000001,0.5230859999999999,0,-
0.0493886,0.00188917,0.979897,0.479128,0.247069,0.0807215,0.0523927,0.5203399999999999,0.000527301,0.6079359999999999,0.457436,0.7734810000000001,0.8627040000000001,0.00637603,-0.0173243,0.900806,0.766239,0.437413,0.00439788,0.194897,0,-
0.54503,0.00652418,0.5850850000000001,0.889898,0.981231,0.201168,0.453918,0.214793,-0.00711527,0.687346,0.217851,0.84877,0.296665,0.275444,0.259344,0.00916476,-0.0003937430000000001,0.611264,0.46646,0.712093,0,-
0.591228,0.41784,0.00896187,0.561449,0.138205,-0.016319999999999998,0.205466,0.046857300000000005,0.789218,0.5660609999999999,0.0148732,0.966729,0.227421,0.494131,-0.00100802,0.0189008,-0.00473507,-0.00198304,0.00268313,0.73292,0,-
0.352725,0.8674629999999999,0.707398,-0.00849071,0.833933,0.32436,0.338375,-0.000348281,0.301258,0.521544,-0.00783246,0.486057,-0.00358593,-0.00337151,0.0739284,0.130295,0.188868,0.172797,0.664894,0.9363,0,-
0.0219255,0.315971,0.62425,0.401177,0.641861,-0.00290465,0.502418,0.07238960000000001,0.897874,-0.0164374,0.657479,0.128018,-0.00243242,0.0216647,0.518405,0.00717871,0.17286,0.124268,0.908849,0.644579,0,-
0.6107600000000001,0.67195,0.000494687,0.534496,-0.020405,0.229702,0.315348,0.694682,0.698082,0.200571,0.68682,0.8918020000000001,0.6268060000000001,0.142233,-0.00310383,0.764279,-0.00209331,0.581415,-0.0031446,-0.00858934,0,-
0.560975,0.305721,-0.00268447,0.0140645,0.525123,0.226411,0.645212,0.269908,-0.00680843,0.255992,-0.00506552,0.320743,0.16158599999999998,-0.0124823,0.00559287,0.00217267,-0.00801807,-0.000303927,0.215608,0.266069,0,-
0.945591,0.908005,-0.010581299999999998,0.937134,0.259344,-0.00879042,0.755193,0.595774,0.260224,0.38166,8.8444e-05,0.985088,-0.0190245,0.00515911,0.532297,0.0290562,0.7567689999999999,0.503445,0.223587,0.628055,0,-
0.624688,0.00710899,0.960899,0.0929494,0.497369,0.410546,0.115969,-0.00466959,0.281198,-0.0114183,0.5152329999999999,0.8186439999999999,0.7409939999999999,0.00339003,0.566945,0.687457,0.00610906,0.251693,0.612613,-0.0143092,0,-
0.0179157,0.0607216,0.8273729999999999,0.407321,0.494451,0.817663,0.109181,0.0623004,0.00401779,0.344495,0.00475915,0.8551690000000001,0.490819,0.617326,0.8279780000000001,0.939988,0.939471,0.0997228,0.655281,0.0249311,0,-
0.00670697,0.202841,0.5005470000000001,0.95817,-0.00724629,0.496988,0.185661,0.384351,0.8427209999999999,0.54174,0.593705,0.00521334,0.597725,0.7419140000000001,0.5005689999999999,0.00438632,0.0345605,0.00283164,0.380243,0.00668929,0,-
