var_0000,var_0001,var_0002,var_0003,var_0004,var_0005,var_0006,var_0007,var_0008,var_0009,var_0010,var_0011,var_0012,var_0013,var_0014,var_0015,var_0016,var_0017,var_0018,var_0019,var_0020,var_0021,var_0022,var_0023,var_0024,var_0025,var_0026,var_0027,var_0028,var_0029,var_0030,var_0031,var_0032,var_0033,var_0034,var_0035,var_0036,var_0037,var_0038,var_0039,var_0040,var_0041,var_0042,var_0043,var_0044,var_0045,var_0046,var_0047,var_0048,var_0049,var_0050,var_0051,var_0052,var_0053,var_0054,var_0055,var_0056,var_0057,var_0058,var_0059,var_0060,var_0061,var_0062,var_0063,var_0064,var_0065,var_0066,var_0067,var_0068,var_0069,is_anomaly,__autogenerated_time,_OUTLIER,__REL_SUBSPACES
0.16563,-0.0171785,0.704325,0.389235,0.0394907,5.71524E-4,0.390324,-0.0152315,0.400209,0.697976,0.444136,0.695458,0.00801097,0.934964,0.553531,0.392938,0.220715,0.00332109,0.0010179,0.31942,0.8631190000000001,0.935022,-0.0237478,0.6373840000000001,0.0103139,0.343954,0.319379,0.037149400000000006,0.660409,0.00893135,0.7000770000000001,0.6642399999999999,3.55558E-4,0.16831400000000002,0.386688,0.751555,0.00224474,0.013304,0.846417,0.148533,-3.8827E-5,-0.0143997,0.165714,0.926446,0.376343,-0.00740671,0.323292,0.79709,0.0160991,0.181365,0.716726,-0.00582348,0.288418,0.548083,0.303505,0.00130334,0.274402,0.00673728,0.0282148,0.8933690000000001,0.154508,-0.00407794,0.0759362,0.8354090000000001,0.579711,-5.31341E-4,0.277235,0.00815223,0.709476,0.498685,0.0,0.0,0.0,-
0.008798700000000001,0.6445420000000001,0.8881129999999999,0.00891915,0.00418509,0.901098,0.358274,0.00355031,0.7042619999999999,0.0172288,0.360245,-0.0156912,0.962819,0.952713,0.286367,0.0815276,0.0162947,0.211264,0.00559829,0.6255470000000001,0.161485,0.00730475,0.578469,0.00252056,0.08505839999999999,0.0767847,0.00613971,0.3282,0.784103,0.330416,0.370487,0.427164,6.84891E-5,0.180031,0.159416,0.0164474,0.501347,0.62266,0.0076428,0.00634732,0.413717,0.173423,0.33462800000000004,0.0112631,0.52291,0.00137149,0.700786,0.91055,0.790438,-0.010516,0.338587,-0.0109956,0.414088,0.0168702,0.00118894,0.971675,0.411008,0.990108,0.565,0.00542283,0.293927,0.536604,-0.0018891,0.00348718,0.227645,0.919707,0.0288236,0.246874,0.00988537,0.00739012,0.0,1.0,0.0,-
0.913335,3.2487900000000003E-4,0.0438713,0.8460209999999999,0.953141,0.191122,0.919266,2.24993E-4,0.718839,0.871394,0.270542,0.0075367,0.495407,0.251537,-0.00306727,0.8147800000000001,0.742387,0.716699,0.0083896,0.8818729999999999,-6.70308E-4,0.00651487,0.680639,0.50158,0.939356,0.866775,0.00951509,0.717884,0.411124,0.469365,0.933599,0.6370399999999999,0.8946379999999999,0.6754680000000001,-0.00487805,-0.00653841,0.369141,0.014241,0.610845,0.459673,0.00408554,0.921722,0.249524,0.00720013,0.0123598,0.07221699999999999,0.21699,-0.0175952,0.0291815,0.31261300000000003,0.116272,0.252818,0.00749674,0.625189,0.40059,0.00933336,0.956783,0.4515770000000001,0.0490563,5.56387E-4,0.00708921,0.590853,-0.0125438,0.692886,0.00971539,0.468308,0.8664569999999999,0.549816,0.726316,0.00505961,1.0,2.0,0.13288981729836716,[17 55 56 14] 0.378493319086706; [53 6 23 9] 0.3771677620139862; [17 4 54 56] 0.37656558462490974; [49 33 10 12] 0.3092422426947195; [50 24 25 11] 0.27734191511021; [49 19 53 31] 0.275307778772825; [4 5 53 15] 0.27339979563876304; [3 5 13 30] 0.26768692379222214; [66 2 27 13] 0.26661197836285305; [66 51 10 44] 0.2637188940230548; [19 8 56 45] 0.26022610955401926; [33 34 23 45] 0.25904313611381946; [48 57 27 15] 0.25869378180160063; [49 21 22 23] 0.25673570035748694; [23 25 27 45] 0.2522839581686701; [0 66 24 9] 0.2458622244265437; [51 67 53 31] 0.23567508047767238; [50 41 27 60] 0.22734418255303818; [65 53 37 9] 0.22340154138726073; [48 3 51 52] 0.2216800091243149; [0 18 40 12] 0.21356141346442015; [51 69 24 12] 0.21183849344679181; [32 2 53 28] 0.20885733850982563; [24 60 61 62] 0.2064470155404826; [6 22 55 45] 0.20597746599879904; [0 23 40 57] 0.20585202240659248; [66 50 46 63] 0.20441080289028832; [0 16 5 42] 0.20277258359162303; [4 53 54 7] 0.19863512726844354; [0 1 53 21] 0.19315387195308237; [6 9 11 13] 0.18546012757721667; [67 56 58 61] 0.1836541109798728; [69 22 61 46] 0.18324156742815428; [2 38 26 12] 0.1772087716938638; [49 36 45 14] 0.17550080929454523; [49 36 9 44] 0.17513804679983735; [3 4 6 61] 0.17408470461052086; [52 27 45 30] 0.17354140452805272; [64 0 20 4] 0.172993598162895; [20 38 11 31] 0.167556200681315; [67 6 41 27] 0.16278611901619977; [3 22 8 58] 0.16245762200514965; [66 3 21 11] 0.16140808191608025; [17 23 42 30] 0.16124604253327632; [16 21 11 45] 0.16089869996881057; [0 66 37 23] 0.15864901454748323; [67 5 10 62] 0.15862155547697881; [6 9 43 13] 0.15679265709019044; [3 19 53 47] 0.15588993159622117; [64 39 62 31] 0.1558109935160208; [35 41 57 44] 0.14613599234897923; [48 57 44 29] 0.14393106166614936; [52 56 13 61] 0.14112319144013774; [33 4 40 59] 0.1393563448353671; [35 53 69 12] 0.13923679910405037; [65 18 55 24] 0.1379055992342505; [50 37 7 27] 0.13731524788118354; [35 5 58 61] 0.13550969614406003; [65 7 43 12] 0.12981059366749184; [16 0 33 61] 0.12938363248299714; [1 19 68 38] 0.1289268438879764; [19 4 57 42] 0.12645042987156757; [49 66 51 38] 0.12471090816107179; [2 68 39 62] 0.12438818663853145; [22 54 57 62] 0.12231348480059905; [64 1 22 7] 0.12105805790945458; [52 69 41 30] 0.11952698773034381; [1 66 5 58] 0.11847549452382454; [18 40 25 30] 0.1174677000709382; [3 36 45 14] 0.11677038019277068; [53 55 27 43] 0.1143917919534148; [0 37 8 47] 0.11265112872383186; [37 6 27 46] 0.10638944150614495; [35 4 41 13] 0.10234488020503563; [52 68 21 15] 0.1016978849413874; [52 56 41 44] 0.10085230205312541; [50 35 20 41] 0.1005599277370208; [34 51 42 15] 0.09942390321973636; [66 19 20 69] 0.09453895810927856; [5 8 24 62] 0.09139912839272395; [4 52 9 59] 0.09106820024356303; [65 67 52 57] 0.0896618910186383; [53 22 27 46] 0.0807177150005274; [2 44 62 15] 0.07477808629844561; [64 33 1 4] 0.06952670361065592; [64 36 43 14] 0.06265309173573065; [20 52 22 14] 0.06239950622797607; [69 37 9 47] 0.060966671400445184; [48 4 20 31] 0.05634294150576943; [1 20 7 41] 0.03229270059779856; [64 55 25 63] 0.03164817784811034; [2 35 6 31] -9.453674557026417E-4; [3 37 7 31] -0.026856004960957896; [50 7 44 47] -0.06883131763065685; [1 65 9 59] -0.09718250979865724; [42 27 59 43] -0.10416651774983252; [48 32 65 43] -0.3334513714408687; [1 50 9 44] -0.35898962016743113; [48 26 43 61] -0.47142054121933236; [1 19 20 37] -0.5062047972386574;
0.447355,0.00411981,0.274206,0.6678229999999999,0.733278,-0.00514696,0.640836,0.132902,0.175337,0.8910799999999999,-0.0214508,0.978106,0.00419422,0.0120088,0.592529,0.667613,0.415613,0.922148,0.429753,0.932778,-0.00745441,0.306485,-0.012136,0.593881,0.016749,0.424826,0.00639125,0.188076,0.6958479999999999,0.853759,0.756138,0.7972239999999999,0.454674,0.352788,-0.0113576,-0.00472357,0.739585,0.23225,-0.0146306,-0.00338484,0.700264,0.386999,0.213952,-8.939919999999998E-4,0.00489994,0.649158,-0.00338537,0.684515,0.0423969,0.615915,0.0853915,-3.75775E-4,0.978881,0.600734,0.660196,-2.6781200000000003E-4,0.7821319999999999,0.623192,0.690695,0.6034689999999999,0.751606,0.00383352,0.0435745,0.0713364,5.9013E-5,0.21897,0.416387,0.379304,0.0126157,0.413161,1.0,3.0,0.15504302838168094,[53 6 23 9] 0.38145981127665946; [17 4 54 56] 0.36513323602352393; [0 1 53 21] 0.32677790882094443; [18 52 21 22] 0.31271941024922556; [1 19 20 37] 0.30850195369200634; [4 5 53 15] 0.2953261170797025; [42 27 59 43] 0.28835293512215376; [50 24 25 11] 0.28775570350996615; [49 19 53 31] 0.28483828483561585; [48 3 51 52] 0.2829737663986162; [33 4 40 59] 0.27666246759878743; [33 34 23 45] 0.2688764585711211; [50 41 27 60] 0.26756498219839364; [49 21 22 23] 0.266323000958454; [19 8 56 45] 0.262078863818834; [48 57 27 15] 0.2602873115358985; [52 69 8 62] 0.25563346253341535; [23 25 27 45] 0.25353989158170115; [0 66 24 9] 0.24434143314515352; [65 53 37 9] 0.22840514103064732; [32 2 53 28] 0.2190945228038672; [0 18 40 12] 0.21410530419633794; [66 2 27 13] 0.2135973994873391; [69 37 9 47] 0.20732769951065896; [0 23 40 57] 0.2063831835498331; [66 19 20 69] 0.20521122333570596; [0 16 5 42] 0.2013892735449611; [6 9 11 13] 0.2000435829366828; [52 27 45 30] 0.1963978617963577; [4 53 54 7] 0.1958059119637199; [6 22 55 45] 0.18929455336356904; [18 40 25 30] 0.1882806693111628; [67 56 58 61] 0.1834328906125649; [17 55 56 14] 0.17942172340743798; [20 38 11 31] 0.17810294986656847; [64 0 20 4] 0.17726607576755826; [18 21 40 47] 0.17610729014743864; [49 36 9 44] 0.1754905804170847; [49 36 45 14] 0.1754247936695938; [50 37 7 27] 0.1745261896903794; [16 21 11 45] 0.17243213617853256; [1 65 9 59] 0.16916620839084215; [66 3 21 11] 0.16705625687610084; [17 23 42 30] 0.16598405278054737; [24 60 61 62] 0.16343321394247204; [3 4 6 61] 0.16291686776841632; [0 66 37 23] 0.16012689588410026; [67 6 41 27] 0.15852093825360006; [2 35 6 31] 0.15183681548414893; [64 39 62 31] 0.15175679137963272; [3 19 53 47] 0.14864067176413234; [48 26 43 61] 0.1471713188677626; [52 56 13 61] 0.1395480771211966; [3 5 13 30] 0.13846500108649432; [20 52 22 14] 0.13749431922452954; [3 22 8 58] 0.13606315252544254; [64 36 43 14] 0.13449962361320086; [66 50 46 63] 0.13012147246034; [16 0 33 61] 0.12925422700412567; [65 18 55 24] 0.12825698346939063; [1 18 59 28] 0.1279891791816328; [48 32 65 43] 0.1272394506725582; [35 53 69 12] 0.1272103880270998; [19 4 57 42] 0.12578446374792093; [2 44 62 15] 0.12519615828824607; [52 69 41 30] 0.12206162516500463; [64 55 25 63] 0.12098768213689605; [22 54 57 62] 0.12035396942542365; [3 36 45 14] 0.11716843917386273; [2 68 39 62] 0.11585153289739024; [0 37 8 47] 0.11457033816628569; [6 9 43 13] 0.1137113405314445; [35 41 57 44] 0.11235572158090765; [64 33 1 4] 0.11147983651302046; [49 66 51 38] 0.10953734027117441; [37 6 27 46] 0.1091900914657322; [50 35 20 41] 0.10536350820325995; [50 7 44 47] 0.10370603828454661; [52 68 21 15] 0.10301146955799617; [52 56 41 44] 0.10101628572478123; [35 4 41 13] 0.09961669332245891; [4 52 9 59] 0.09194815890598877; [48 57 44 29] 0.09191436315770071; [65 67 52 57] 0.08955276603191317; [3 37 7 31] 0.0861443491381022; [34 51 42 15] 0.07946211704063938; [53 55 27 43] 0.07698786081552664; [64 1 22 7] 0.07228319784202496; [5 8 24 62] 0.07165556081881798; [65 7 43 12] 0.07013106193550603; [1 20 7 41] 0.06925101913161467; [67 5 10 62] 0.06624547772782127; [1 50 9 44] 0.057936166945514636; [53 22 27 46] 0.056665118078082756; [69 22 61 46] 0.04639493855053838; [1 19 68 38] 0.04252801566745237; [1 66 5 58] 0.013787047599429619; [2 38 26 12] -0.10664217774541175; [48 4 20 31] -0.1827064004942675; [66 51 10 44] -0.26963819875119416;
0.127013,-0.00329844,0.0105785,0.8170970000000001,0.801611,0.362437,0.384619,0.4738,0.0657948,0.246882,-0.00368184,0.733398,-0.00266976,0.60258,0.0997978,0.173322,-0.0037419,0.782724,0.679214,-1.4968299999999998E-4,0.31045300000000003,0.228697,0.00426336,0.0118544,0.875865,0.329521,0.00663792,0.464595,0.563114,0.92085,-0.00988193,0.341073,0.0459282,0.8738950000000001,0.183395,0.00186876,0.7592260000000001,0.360913,5.49575E-4,0.436991,0.00592908,0.00990954,0.863242,0.8584639999999999,0.382249,0.00404148,0.6927800000000001,-0.017707900000000002,0.6981109999999999,0.183913,-0.00971495,0.0835623,0.708796,0.00942664,0.368808,0.804736,-0.00994975,-0.0186745,0.122328,0.905797,0.010082700000000002,0.358126,0.0043595,0.834992,0.759166,-0.00987979,0.729002,0.747648,-0.015666,0.131942,0.0,4.0,0.0,-
-0.00913279,0.663586,0.517944,0.300683,0.458988,0.0117311,0.00502209,0.951143,0.721116,0.720711,0.0623381,0.469962,0.0133615,0.91478,0.120163,0.213278,-0.0130286,0.797971,0.599076,0.0103821,0.0117261,0.481244,0.00185633,0.649872,0.8663219999999999,-0.013019799999999998,-0.00805994,0.915432,0.679983,0.438987,0.980699,-0.00966427,0.0397564,0.293501,0.480919,0.0135507,0.4689100000000001,-0.00332062,0.0375318,0.00629982,0.250348,-0.00946649,0.107317,0.5486310000000001,0.7307319999999999,-0.0119583,0.2558,0.252272,-0.00713623,0.201612,-0.00496648,0.0787901,0.359904,0.970039,-0.0135572,0.765828,0.482125,0.94013,0.808868,2.1621E-4,0.235146,0.0147918,0.938187,0.436125,0.479696,0.00166569,0.50894,0.7718729999999999,0.00794534,0.943294,0.0,5.0,0.0,-
0.5569109999999999,-0.013763299999999996,0.358177,0.0159699,0.736428,0.7939470000000001,0.920149,0.467833,0.0111231,0.331635,0.934724,0.190942,-2.98885E-5,0.22402,0.752073,0.00352251,0.607482,0.660209,0.7894180000000001,0.660573,-0.00807643,0.247277,-0.017036799999999998,0.582739,0.270552,-0.0080616,0.183811,-0.00625865,0.925777,0.996568,0.7780600000000001,-0.00585272,0.259823,0.472098,0.514053,0.00496441,0.380825,0.295196,0.0105644,-0.00742556,0.943417,0.8023899999999999,0.00720013,0.794404,0.0133756,0.7525229999999999,0.2513,0.15798099999999998,0.00139975,0.741001,0.010275200000000002,0.8278040000000001,0.784279,0.644345,0.551995,0.808033,-0.0133463,0.00479919,0.516282,0.210702,0.673772,0.391527,-0.00171777,0.00961256,0.975164,-0.00914731,0.259123,0.8481639999999999,0.464949,0.014114700000000003,0.0,6.0,0.0,-
0.663009,-0.00614325,0.582144,0.6499159999999999,-0.00542554,0.6980149999999999,0.344129,0.00821378,0.110273,0.12848800000000002,0.5142680000000001,0.00335089,0.714762,0.421491,0.238848,0.23520700000000005,0.132996,-0.0155396,0.522203,0.00138802,0.94947,8.853760000000002E-4,0.728621,0.971582,0.432587,0.0289386,0.29219,-0.0156507,0.346655,0.380673,0.00472603,0.524139,0.762411,0.953332,0.226086,-0.00116142,0.902127,0.903945,0.00174237,0.00255466,0.8478979999999999,0.8308549999999999,-0.00492293,0.380589,0.202999,-0.0125946,0.455444,0.619646,0.958447,0.00908518,0.7136640000000001,0.0443807,0.312909,-0.00212511,0.766729,0.00994985,0.4142,-0.0169856,0.06819789999999999,0.0154684,0.253869,0.725453,0.00888878,0.339047,0.8401190000000001,-0.00661876,0.284563,-0.013541,0.16480999999999998,0.5171279999999999,0.0,7.0,0.0,-
0.5480079999999999,-0.00537781,0.29380500000000004,0.8548819999999999,0.220125,0.00523752,0.4941100000000001,0.00919309,0.120758,0.0767567,0.345107,0.00276964,0.6510199999999999,0.995503,0.0129989,0.838952,0.63871,0.51682,-0.011376100000000002,0.823644,0.799836,-0.0118517,0.60195,0.0120515,0.4400060000000001,0.8518459999999999,0.678267,0.388008,0.83536,-0.0142908,0.423386,0.607576,0.039195,0.186269,-0.0357755,0.051948,0.0287608,-0.023036900000000003,0.920261,0.385949,0.010917200000000002,0.889958,0.00251612,0.450435,-3.99232E-4,0.935451,-0.00119989,0.66146,0.551168,0.344117,0.015198500000000004,0.577148,0.167906,0.307861,0.46393,0.00473485,0.309185,0.877986,0.266432,0.0305366,7.774460000000001E-4,0.322561,0.00553856,-0.00307573,0.240768,0.8984629999999999,0.30737,0.54283,0.811589,-4.70539E-4,0.0,8.0,0.0,-
0.172413,0.0103169,0.156336,0.803153,0.956665,0.00493186,0.724634,0.0193766,0.904704,0.22527600000000006,0.82144,0.00732023,0.397872,0.913908,0.0102971,0.368058,0.534751,0.719484,0.0761893,-2.69104E-4,0.8005329999999999,0.5511560000000001,0.00392416,0.00861924,0.590064,0.733444,0.659303,0.0106229,0.375854,0.266314,0.320919,0.603287,0.00125759,0.645051,0.277202,0.88331,0.750143,0.338431,0.0177554,0.473273,-0.00365393,0.6969310000000001,0.0164984,0.152489,0.478413,-0.017638400000000002,0.06297559999999999,0.292044,0.219613,-0.00497276,0.235799,0.519783,-0.00735352,0.190359,0.315472,0.7288180000000001,-0.0142326,0.00706407,0.444507,0.250977,0.22047600000000006,0.00482306,0.6996020000000001,0.55576,0.675613,0.475726,-0.00505848,0.00841515,0.301898,0.220157,1.0,9.0,0.11986386891398143,[1 19 20 37] 0.3542573725439564; [48 4 20 31] 0.3308904683655202; [0 1 53 21] 0.3246791211264253; [53 6 23 9] 0.29424834841402686; [17 4 54 56] 0.2928178419953898; [50 24 25 11] 0.2917650983160847; [49 33 10 12] 0.2912758008484785; [66 51 10 44] 0.27293566598247987; [4 5 53 15] 0.26510204581222613; [33 4 40 59] 0.2570012834187918; [52 69 8 62] 0.2551982475166422; [66 19 20 69] 0.24510193932197175; [0 66 24 9] 0.23856887028530932; [50 41 27 60] 0.23518264209366452; [65 53 37 9] 0.22689178557253178; [48 26 43 61] 0.22431728158820735; [48 3 51 52] 0.22317721082102548; [24 60 61 62] 0.22273803286153185; [51 67 53 31] 0.2154915300753447; [0 18 40 12] 0.21351325862951387; [51 69 24 12] 0.21238718910626517; [64 39 62 31] 0.21139112645358044; [69 37 9 47] 0.20699222187751787; [3 5 13 30] 0.20607801196283168; [32 2 53 28] 0.20520737515664417; [4 53 54 7] 0.19452131703141892; [6 22 55 45] 0.18968013179304546; [64 0 20 4] 0.18477632504303085; [49 19 53 31] 0.1843040422300068; [34 51 42 15] 0.18423548167578593; [1 50 9 44] 0.18254361724329868; [6 9 43 13] 0.1817855392409204; [6 9 11 13] 0.18073646758865386; [2 38 26 12] 0.17639549155873585; [49 36 9 44] 0.1761195193731389; [20 38 11 31] 0.17593409398423465; [18 21 40 47] 0.1747714448711227; [48 32 65 43] 0.17386357117322995; [18 40 25 30] 0.17237866957778286; [16 21 11 45] 0.17182585459118113; [48 57 44 29] 0.17128413738417594; [64 1 34 9] 0.1680290344666177; [1 65 9 59] 0.16786146417576542; [0 16 5 42] 0.16639902023574887; [66 3 21 11] 0.16559646081196663; [50 37 7 27] 0.15851304326539878; [64 55 25 63] 0.15824118631478623; [0 66 37 23] 0.15714246548328878; [2 35 6 31] 0.1560732002121109; [2 44 62 15] 0.15495106495331407; [33 34 23 45] 0.1539426666828003; [3 4 6 61] 0.15199672361074051; [65 18 55 24] 0.1506323849941641; [35 41 57 44] 0.14863338472278514; [3 22 8 58] 0.147911455944651; [64 36 43 14] 0.14333400538563032; [3 19 53 47] 0.14243193170034246; [35 53 69 12] 0.13986413092579467; [18 52 21 22] 0.13809769609691103; [65 7 43 12] 0.13439677456510382; [35 5 58 61] 0.13366833881318882; [1 18 59 28] 0.1290635522361456; [53 55 27 43] 0.12806516092875714; [16 0 33 61] 0.12583305325033897; [2 68 39 62] 0.12508124295412398; [67 6 41 27] 0.12365234802758648; [64 33 1 4] 0.12053285539797952; [22 54 57 62] 0.11984259036772066; [52 69 41 30] 0.11858683671238733; [0 37 8 47] 0.11462355943789067; [1 20 7 41] 0.11433248044814417; [3 36 45 14] 0.11411413595734322; [50 7 44 47] 0.1115667813827543; [50 35 20 41] 0.10796304659533237; [37 6 27 46] 0.10479633518488252; [52 68 21 15] 0.10286939646499621; [35 4 41 13] 0.10237780062840252; [52 56 41 44] 0.10067814201588748; [5 8 24 62] 0.0937557162906576; [4 52 9 59] 0.08764730275093563; [3 37 7 31] 0.08609197807726798; [20 52 22 14] 0.0800712573177011; [69 22 61 46] 0.07624581464884465; [53 22 27 46] 0.07222823213113796; [1 19 68 38] 0.06719410435215305; [65 67 52 57] 0.06375310213054669; [67 5 10 62] 0.050083606059210174; [52 56 13 61] 0.019678533804478374; [49 66 51 38] 0.01133275599704079; [66 50 46 63] -0.06022920459466763; [49 36 45 14] -0.06314173079924798; [0 23 40 57] -0.11768382036836038; [1 66 5 58] -0.15183022964685206; [64 1 22 7] -0.16538686989226234; [19 8 56 45] -0.25301003924091714; [17 23 42 30] -0.25372960273788386; [66 2 27 13] -0.3046931707740884; [19 4 57 42] -0.4003654165929294; [48 57 27 15] -0.4181210830302461; [67 56 58 61] -0.7275655703418843;
