 var_0023, var_0024, var_0025, var_0035, var_0036, var_0002, var_0033, var_0061, var_0016, var_0013, var_0066, var_0067, var_0085, var_0038, var_0084, var_0081, var_0007, var_0056, var_0095, var_0099,is_anomaly,subspaces
0.6373840000000001,0.0103139,0.343954,0.751555,0.00224474,0.704325,0.16831400000000002,0.16423900000000002,0.220715,0.934964,-0.00407794,0.0759362,0.471785,0.846417,0.724032,0.00354798,-0.0152315,0.274402,-0.0145949,0.00685548,0,-
0.00252056,0.08505839999999999,0.0767847,0.0164474,0.501347,0.8881129999999999,0.180031,0.0266017,0.0162947,0.952713,0.536604,-0.0018891,0.76266,0.0076428,0.904377,0.5494020000000001,0.00355031,0.411008,0.109737,0.980503,0,-
0.50158,0.939356,0.866775,-0.00653841,0.369141,0.0438713,0.6754680000000001,0.919973,0.742387,0.251537,0.590853,-0.0125438,0.14105399999999998,0.610845,0.00774097,0.626883,0.000224993,0.956783,-0.00456157,-0.0267079,1,[0 1 2];
0.0118544,0.875865,0.329521,0.00186876,0.7592260000000001,0.0105785,0.8738950000000001,0.64654,-0.0037419,0.60258,0.358126,0.0043595,0.7540720000000001,0.000549575,0.000955913,-0.012645299999999998,0.4738,-0.00994975,-0.0112421,0.42126,0,-
0.649872,0.8663219999999999,-0.013019799999999998,0.0135507,0.4689100000000001,0.517944,0.293501,-0.00656898,-0.0130286,0.91478,0.0147918,0.938187,0.813377,0.0375318,-0.00269393,0.657053,0.951143,0.482125,-0.00396927,0.626765,0,-
0.582739,0.270552,-0.0080616,0.00496441,0.380825,0.358177,0.472098,0.739792,0.607482,0.22402,0.391527,-0.00171777,0.89036,0.0105644,0.00665502,0.4400850000000001,0.467833,-0.0133463,0.0108175,0.00338075,0,-
0.971582,0.432587,0.0289386,-0.00116142,0.902127,0.582144,0.953332,0.808673,0.132996,0.421491,0.725453,0.00888878,0.0105744,0.00174237,0.95311,0.316515,0.00821378,0.4142,0.00968479,0.547045,0,-
0.0120515,0.4400060000000001,0.8518459999999999,0.051948,0.0287608,0.29380500000000004,0.186269,0.339692,0.63871,0.995503,0.322561,0.00553856,0.00308296,0.920261,0.374319,0.0127411,0.00919309,0.309185,0.658181,0.0388634,0,-
0.00861924,0.590064,0.733444,0.88331,0.750143,0.156336,0.645051,0.00641798,0.534751,0.913908,0.00482306,0.6996020000000001,0.104121,0.0177554,0.7664949999999999,0.00796752,0.0193766,-0.0142326,0.320833,0.262824,1,[3 4];
0.00265268,0.853791,0.445713,0.8324879999999999,-0.00518673,0.444317,0.309218,0.548248,0.0201154,0.925626,0.012481,0.175502,0.346186,0.649926,0.0167291,0.6064510000000001,0.878057,0.273471,0.304808,0.698724,0,-
0.662195,0.0116083,0.840568,0.00631167,0.816268,0.135921,0.004200100000000001,0.582495,0.00929741,0.592275,0.00709232,0.447058,0.28552,-0.0137042,0.8944409999999999,0.929968,0.379965,-0.00387024,0.054208800000000015,-0.00214695,0,-
