var_0000,var_0001,var_0002,var_0003,var_0004,var_0005,var_0006,var_0007,var_0008,var_0009,var_0010,var_0011,var_0012,var_0013,var_0014,var_0015,var_0016,var_0017,var_0018,var_0019,var_0020,var_0021,var_0022,var_0023,var_0024,var_0025,var_0026,var_0027,var_0028,var_0029,var_0030,var_0031,var_0032,var_0033,var_0034,var_0035,var_0036,var_0037,var_0038,is_anomaly,__autogenerated_time,_OUTLIER,__REL_SUBSPACES
0.16563,-0.0171785,0.704325,0.389235,0.0394907,5.71524E-4,0.390324,-0.0152315,0.400209,0.697976,0.444136,0.695458,0.00801097,0.934964,0.553531,0.392938,0.220715,0.00332109,0.0010179,0.31942,0.8631190000000001,0.935022,-0.0237478,0.6373840000000001,0.0103139,0.343954,0.319379,0.037149400000000006,0.660409,0.00893135,0.751555,0.00224474,-0.0143997,0.165714,0.926446,0.323292,0.79709,0.0160991,0.181365,0.0,0.0,0.0,-
0.008798700000000001,0.6445420000000001,0.8881129999999999,0.00891915,0.00418509,0.901098,0.358274,0.00355031,0.7042619999999999,0.0172288,0.360245,-0.0156912,0.962819,0.952713,0.286367,0.0815276,0.0162947,0.211264,0.00559829,0.6255470000000001,0.161485,0.00730475,0.578469,0.00252056,0.08505839999999999,0.0767847,0.00613971,0.3282,0.784103,0.330416,0.0164474,0.501347,0.173423,0.33462800000000004,0.0112631,0.700786,0.91055,0.790438,-0.010516,0.0,1.0,0.0,-
0.913335,3.2487900000000003E-4,0.0438713,0.8460209999999999,0.953141,0.191122,0.919266,2.24993E-4,0.718839,0.871394,0.270542,0.0075367,0.495407,0.251537,-0.00306727,0.8147800000000001,0.742387,0.716699,0.0083896,0.8818729999999999,-6.70308E-4,0.00651487,0.680639,0.50158,0.939356,0.866775,0.00951509,0.717884,0.411124,0.469365,-0.00653841,0.369141,0.921722,0.249524,0.00720013,0.21699,-0.0175952,0.0291815,0.31261300000000003,1.0,2.0,-1163016.6734315795,[23 24 25] -13.084956118806392; [4 24 25] -45.28127600281402; [24 25 13] -319.2083381318321; [5 24 25] -391.5564414934805; [16 32 33] -392.90260740995177; [32 23 24] -484.4901163952789; [3 4 5] -527.5690885005155; [23 25 10] -668.4147588155504; [23 24 14] -747.1467561794309; [19 23 25] -988.8449819964483; [24 25 26] -1372.2967924579966; [2 24 25] -1879.9590652734894; [17 13 15] -2443.039680571742; [36 37 38] -3629.8212674991883; [35 37 38] -3814.2773798837766; [2 4 5] -4762.661288718706; [19 20 5] -5129.443886093597; [23 24 11] -5542.164585592686; [18 19 22] -6862.025688951724; [19 20 15] -7019.516696556888; [23 25 14] -7408.423221996732; [33 34 5] -7480.264344291595; [18 19 20] -7604.858506129532; [0 1 27] -10317.730451098865; [26 27 29] -13272.471412813764; [16 11 12] -14762.41256670369; [6 7 9] -15181.360362472538; [2 3 4] -15398.631970120232; [0 21 22] -16796.16461620568; [2 3 5] -17380.110716367904; [23 30 31] -18987.01117817708; [35 36 37] -21369.230082476486; [13 14 15] -21381.142960056764; [18 20 13] -21784.498642384897; [0 1 22] -22820.702161874902; [33 34 35] -23158.51040734097; [26 27 28] -24085.876689903682; [33 34 15] -24871.66019512741; [32 18 20] -27726.02839261483; [6 11 12] -29660.698470351126; [32 19 20] -30297.536735075137; [35 11 12] -33593.47840664074; [0 1 4] -34772.36946796667; [3 11 12] -36432.743168103516; [21 22 28] -36591.55011936976; [21 22 31] -39888.77916457838; [0 1 31] -40771.74017895755; [22 30 31] -42908.181192096985; [32 33 36] -42917.14019441045; [16 21 22] -43582.58463564472; [22 11 12] -44993.04865302456; [2 11 12] -47355.103515033974; [8 11 12] -50431.786425718026; [32 21 22] -57651.155608011235; [16 33 34] -59498.61683190708; [9 11 12] -62760.341367285255; [3 30 31] -68402.40966413906; [0 1 17] -71332.84723510814; [0 11 12] -71682.96804619503; [4 21 22] -72749.91431480828; [27 30 31] -79454.85506707462; [21 22 12] -80697.47383389749; [21 6 22] -81197.62881115933; [32 33 34] -86823.31025365638; [38 11 12] -87081.36076810185; [24 11 12] -101161.78320836218; [19 20 37] -106300.2450491158; [21 22 9] -113157.13429745572; [6 30 31] -114842.64968253917; [26 28 29] -119194.5297851557; [0 1 2] -123910.0721120058; [4 30 31] -124535.51729569185; [23 11 12] -149178.21766672801; [11 12 15] -151833.5623155912; [18 3 19] -162071.02880547318; [10 30 31] -250980.65491707632; [37 11 12] -412424.5825180545; [25 30 31] -532500.6888336038; [17 30 31] -660931.0412954977; [35 30 31] -719112.4869841165; [26 11 12] -1098121.4565962078; [18 19 13] -1433809.8164681813; [11 12 13] -1698362.0047532131; [34 21 22] -1850385.6979969463; [11 12 14] -1851686.9554034744; [0 1 37] -1988973.0746273848; [0 1 36] -2288819.644202801; [19 20 30] -2348971.5076741055; [0 1 18] -2649290.147235889; [33 18 34] -2954222.582482695; [33 34 11] -3147600.654645431; [7 30 31] -3311363.438204193; [18 21 22] -3465053.1719006565; [7 11 12] -3653536.642505638; [34 30 31] -4164777.1643671943; [1 21 22] -5502638.657468142; [21 22 11] -6560094.204898537; [0 1 34] -9708603.138359793; [20 30 31] -1.0500864745321715E7; [0 1 20] -4.047000802662015E7;
0.447355,0.00411981,0.274206,0.6678229999999999,0.733278,-0.00514696,0.640836,0.132902,0.175337,0.8910799999999999,-0.0214508,0.978106,0.00419422,0.0120088,0.592529,0.667613,0.415613,0.922148,0.429753,0.932778,-0.00745441,0.306485,-0.012136,0.593881,0.016749,0.424826,0.00639125,0.188076,0.6958479999999999,0.853759,-0.00472357,0.739585,0.386999,0.213952,-8.939919999999998E-4,-0.00338537,0.684515,0.0423969,0.615915,0.0,3.0,0.0,-
0.127013,-0.00329844,0.0105785,0.8170970000000001,0.801611,0.362437,0.384619,0.4738,0.0657948,0.246882,-0.00368184,0.733398,-0.00266976,0.60258,0.0997978,0.173322,-0.0037419,0.782724,0.679214,-1.4968299999999998E-4,0.31045300000000003,0.228697,0.00426336,0.0118544,0.875865,0.329521,0.00663792,0.464595,0.563114,0.92085,0.00186876,0.7592260000000001,0.00990954,0.863242,0.8584639999999999,0.6927800000000001,-0.017707900000000002,0.6981109999999999,0.183913,0.0,4.0,0.0,-
-0.00913279,0.663586,0.517944,0.300683,0.458988,0.0117311,0.00502209,0.951143,0.721116,0.720711,0.0623381,0.469962,0.0133615,0.91478,0.120163,0.213278,-0.0130286,0.797971,0.599076,0.0103821,0.0117261,0.481244,0.00185633,0.649872,0.8663219999999999,-0.013019799999999998,-0.00805994,0.915432,0.679983,0.438987,0.0135507,0.4689100000000001,-0.00946649,0.107317,0.5486310000000001,0.2558,0.252272,-0.00713623,0.201612,0.0,5.0,0.0,-
0.5569109999999999,-0.013763299999999996,0.358177,0.0159699,0.736428,0.7939470000000001,0.920149,0.467833,0.0111231,0.331635,0.934724,0.190942,-2.98885E-5,0.22402,0.752073,0.00352251,0.607482,0.660209,0.7894180000000001,0.660573,-0.00807643,0.247277,-0.017036799999999998,0.582739,0.270552,-0.0080616,0.183811,-0.00625865,0.925777,0.996568,0.00496441,0.380825,0.8023899999999999,0.00720013,0.794404,0.2513,0.15798099999999998,0.00139975,0.741001,0.0,6.0,0.0,-
0.663009,-0.00614325,0.582144,0.6499159999999999,-0.00542554,0.6980149999999999,0.344129,0.00821378,0.110273,0.12848800000000002,0.5142680000000001,0.00335089,0.714762,0.421491,0.238848,0.23520700000000005,0.132996,-0.0155396,0.522203,0.00138802,0.94947,8.853760000000002E-4,0.728621,0.971582,0.432587,0.0289386,0.29219,-0.0156507,0.346655,0.380673,-0.00116142,0.902127,0.8308549999999999,-0.00492293,0.380589,0.455444,0.619646,0.958447,0.00908518,0.0,7.0,0.0,-
0.5480079999999999,-0.00537781,0.29380500000000004,0.8548819999999999,0.220125,0.00523752,0.4941100000000001,0.00919309,0.120758,0.0767567,0.345107,0.00276964,0.6510199999999999,0.995503,0.0129989,0.838952,0.63871,0.51682,-0.011376100000000002,0.823644,0.799836,-0.0118517,0.60195,0.0120515,0.4400060000000001,0.8518459999999999,0.678267,0.388008,0.83536,-0.0142908,0.051948,0.0287608,0.889958,0.00251612,0.450435,-0.00119989,0.66146,0.551168,0.344117,0.0,8.0,0.0,-
0.172413,0.0103169,0.156336,0.803153,0.956665,0.00493186,0.724634,0.0193766,0.904704,0.22527600000000006,0.82144,0.00732023,0.397872,0.913908,0.0102971,0.368058,0.534751,0.719484,0.0761893,-2.69104E-4,0.8005329999999999,0.5511560000000001,0.00392416,0.00861924,0.590064,0.733444,0.659303,0.0106229,0.375854,0.266314,0.88331,0.750143,0.6969310000000001,0.0164984,0.152489,0.06297559999999999,0.292044,0.219613,-0.00497276,1.0,9.0,-892217.8407681527,[4 30 31] -0.3774406858937603; [23 30 31] -0.5273687598273202; [20 30 31] -1.0636010919702645; [34 30 31] -1.4465020072958876; [10 30 31] -2.3254013343078093; [17 30 31] -2.5563053748490763; [35 30 31] -2.5979751078168056; [22 30 31] -2.721912196724738; [25 30 31] -2.9860481237540535; [3 30 31] -3.5907681982468564; [27 30 31] -4.003500213786191; [6 30 31] -5.335234109127892; [7 30 31] -8.315561296627427; [26 28 29] -684.5832875827574; [4 24 25] -736.8330930592707; [18 20 13] -1056.6041683130552; [2 24 25] -1244.528825941313; [5 24 25] -1358.299693270511; [35 36 37] -2620.816103452421; [6 7 9] -4625.182112045332; [24 25 13] -4750.062556602822; [24 25 26] -4884.07162757053; [21 22 12] -5135.057437493645; [2 3 4] -5891.799763717239; [36 37 38] -6396.993976285982; [19 20 15] -6600.111731826976; [32 33 36] -6709.236244142563; [13 14 15] -7043.421121422845; [21 22 28] -7445.557074607002; [32 18 20] -8138.608281377189; [19 20 30] -8187.876093396262; [35 37 38] -8192.07731183507; [0 1 37] -9587.389791384057; [21 6 22] -9810.65079076347; [0 1 20] -10825.506073800849; [33 18 34] -11814.407577290434; [4 21 22] -14291.816682384964; [17 13 15] -15515.918881377524; [32 19 20] -16785.86131917951; [21 22 31] -16951.351560990868; [18 19 13] -19169.60228026673; [19 20 37] -19525.359676865883; [11 12 15] -22758.103591882726; [33 34 15] -22841.344759690342; [0 1 18] -23462.14981201481; [9 11 12] -23658.66794329017; [24 11 12] -24643.778745631837; [0 1 2] -24855.67047361; [0 1 31] -29577.00199102318; [0 1 17] -36176.85793680882; [26 27 29] -36624.08139831918; [0 1 4] -37487.023097598896; [32 21 22] -37663.89036440496; [18 19 20] -37794.956832439435; [0 21 22] -38652.481932223964; [33 34 35] -39598.48648684759; [6 11 12] -41662.146216529356; [3 11 12] -43220.91722491753; [0 1 34] -44530.05131023824; [21 22 9] -47467.35493007192; [37 11 12] -51326.04155026266; [16 33 34] -60042.166327210536; [18 21 22] -60690.2805431141; [16 21 22] -61773.736565661195; [34 21 22] -65514.717070841936; [3 4 5] -67689.51969579852; [8 11 12] -67750.37919841251; [11 12 13] -71060.56418653791; [18 3 19] -73400.97722529911; [26 27 28] -78810.50751137275; [32 33 34] -82408.51684301531; [2 3 5] -84660.0138578048; [0 1 36] -95090.89746906912; [2 4 5] -111333.13489176553; [0 11 12] -147509.10144752744; [23 24 25] -150153.16181631509; [16 32 33] -178455.236574131; [2 11 12] -183686.78562104015; [26 11 12] -185995.29324330884; [7 11 12] -281864.1149968071; [19 20 5] -307218.7431721712; [35 11 12] -311517.8886086556; [23 25 10] -322672.87478946307; [16 11 12] -351885.2018280052; [11 12 14] -370984.1054646596; [0 1 27] -744920.62391573; [32 23 24] -899662.6078148938; [33 34 11] -941982.1489979827; [33 34 5] -1280473.8390565077; [19 23 25] -1441998.4740157966; [23 24 14] -1449855.118498459; [1 21 22] -2883042.7687643776; [23 24 11] -3668536.6487297732; [23 25 14] -3955238.274545017; [22 11 12] -6157685.387728011; [23 11 12] -7200542.070150872; [38 11 12] -7875002.539187312; [21 22 11] -1.272152010291715E7; [0 1 22] -1.4888108858879741E7; [18 19 22] -1.8441028255311117E7;
