var_0057,var_0058,var_0059,var_0060,var_0013,var_0014,var_0015,var_0016,var_0017,var_0002,var_0018,var_0062,var_0046,var_0095,var_0035,var_0050,var_0048,var_0068,var_0099,var_0007,var_0031,var_0038,var_0077,var_0008,var_0021,var_0029,var_0088,var_0075,var_0047,var_0027,var_0006,var_0071,var_0053,var_0080,var_0064,var_0083,var_0089,var_0093,var_0003,var_0072,var_0085,var_0032,var_0023,var_0056,var_0063,var_0084,var_0069,var_0065,var_0004,var_0020,var_0022,var_0045,var_0043,var_0005,var_0091,var_0090,var_0000,var_0039,var_0033,var_0055,var_0011,var_0040,var_0028,var_0061,var_0010,var_0036,var_0070,var_0066,var_0082,var_0001,var_0037,var_0086,var_0019,var_0087,var_0024,var_0034,var_0054,var_0097,var_0098,var_0078,var_0025,var_0094,var_0081,var_0030,var_0042,var_0051,var_0044,var_0074,var_0067,var_0012,var_0079,var_0041,var_0026,var_0092,var_0009,var_0096,var_0076,var_0073,var_0052,var_0049,is_anomaly
0.00673728,0.0282148,0.8933690000000001,0.154508,0.934964,0.553531,0.392938,0.220715,0.00332109,0.704325,0.0010179,-0.013587,0.323292,-0.0145949,0.751555,0.716726,0.0160991,0.8354090000000001,0.00685548,-0.0152315,0.6642399999999999,0.846417,-0.005557899999999999,0.400209,0.935022,0.00893135,0.144647,0.533146,0.79709,0.037149400000000006,0.390324,0.277235,0.548083,0.971129,0.149896,0.534118,0.611969,0.498685,0.389235,0.378985,0.471785,0.000355558,0.6373840000000001,0.274402,0.900875,0.724032,0.579711,0.0686784,0.0394907,0.8631190000000001,-0.0237478,-0.00740671,0.926446,0.000571524,0.00815223,0.224492,0.16563,0.148533,0.16831400000000002,0.00130334,0.695458,-3.8827e-05,0.660409,0.16423900000000002,0.444136,0.00224474,-0.000531341,-0.00407794,-0.0100775,-0.0171785,0.013304,0.00671063,0.31942,0.290107,0.0103139,0.386688,0.303505,0.746026,0.280059,-0.0158579,0.343954,0.472155,0.00354798,0.7000770000000001,0.165714,-0.00582348,0.376343,0.978682,0.0759362,0.00801097,0.5963390000000001,-0.0143997,0.319379,0.709476,0.697976,0.468978,0.731947,0.00623371,0.288418,0.181365,0
0.990108,0.565,0.00542283,0.293927,0.952713,0.286367,0.0815276,0.0162947,0.211264,0.8881129999999999,0.00559829,0.219965,0.700786,0.109737,0.0164474,0.338587,0.790438,0.00348718,0.980503,0.00355031,0.427164,0.0076428,0.681131,0.7042619999999999,0.00730475,0.330416,0.8798870000000001,0.029092400000000008,0.91055,0.3282,0.358274,0.0288236,0.0168702,0.011456,0.0628871,0.411044,0.713974,0.00739012,0.00891915,0.853049,0.76266,6.84891e-05,0.00252056,0.411008,0.0151473,0.904377,0.227645,0.472407,0.00418509,0.161485,0.578469,0.00137149,0.0112631,0.901098,0.246874,0.275515,0.008798700000000001,0.00634732,0.180031,0.971675,-0.0156912,0.413717,0.784103,0.0266017,0.360245,0.501347,0.919707,0.536604,-0.00262855,0.6445420000000001,0.62266,0.00193574,0.6255470000000001,0.6820039999999999,0.08505839999999999,0.159416,0.00118894,0.0957639,-0.00134042,0.65801,0.0767847,0.25744,0.5494020000000001,0.370487,0.33462800000000004,-0.0109956,0.52291,0.249742,-0.0018891,0.962819,0.00428391,0.173423,0.00613971,0.00988537,0.0172288,0.0131674,0.139053,0.0117681,0.414088,-0.010516,0
0.623192,0.690695,0.6034689999999999,0.751606,0.0120088,0.592529,0.667613,0.415613,0.922148,0.274206,0.429753,0.890534,-0.00338537,0.099426,-0.00472357,0.0853915,0.0423969,0.0713364,0.146303,0.132902,0.7972239999999999,-0.0146306,0.917386,0.175337,0.306485,0.853759,0.422391,0.444931,0.684515,0.188076,0.640836,0.416387,0.600734,0.4347180000000001,0.8688030000000001,0.952031,0.347629,0.413161,0.6678229999999999,0.393208,0.16175,0.454674,0.593881,0.7821319999999999,0.8290790000000001,0.404271,5.9013e-05,-0.000289528,0.733278,-0.00745441,-0.012136,0.649158,-0.0008939919999999998,-0.00514696,0.379304,0.00223132,0.447355,-0.00338484,0.352788,-0.00026781200000000003,0.978106,0.700264,0.6958479999999999,0.366536,-0.0214508,0.739585,0.21897,0.00383352,-0.016862400000000003,0.00411981,0.23225,0.0481451,0.932778,0.762279,0.016749,-0.0113576,0.660196,0.476115,-0.00895268,0.742833,0.424826,0.0376686,0.0147282,0.756138,0.213952,-0.000375775,0.00489994,-0.00412993,0.0435745,0.00419422,0.00182425,0.386999,0.00639125,0.0126157,0.8910799999999999,0.0101909,0.154533,-0.000691086,0.978881,0.615915,1
-0.0186745,0.122328,0.905797,0.010082700000000002,0.60258,0.0997978,0.173322,-0.0037419,0.782724,0.0105785,0.679214,0.764372,0.6927800000000001,-0.0112421,0.00186876,-0.00971495,0.6981109999999999,0.834992,0.42126,0.4738,0.341073,0.000549575,0.419541,0.0657948,0.228697,0.92085,0.719713,0.00679286,-0.017707900000000002,0.464595,0.384619,0.729002,0.00942664,0.0546544,-0.015608600000000004,0.196005,0.500189,0.131942,0.8170970000000001,0.0291668,0.7540720000000001,0.0459282,0.0118544,-0.00994975,0.784413,0.000955913,0.759166,0.71222,0.801611,0.31045300000000003,0.00426336,0.00404148,0.8584639999999999,0.362437,0.747648,0.141311,0.127013,0.436991,0.8738950000000001,0.804736,0.733398,0.00592908,0.563114,0.64654,-0.00368184,0.7592260000000001,-0.00987979,0.358126,0.54888,-0.00329844,0.360913,0.731863,-0.00014968299999999998,0.0185653,0.875865,0.183395,0.368808,0.0147991,0.112562,0.8980389999999999,0.329521,0.627497,-0.012645299999999998,-0.00988193,0.863242,0.0835623,0.382249,0.569024,0.0043595,-0.00266976,0.0152629,0.00990954,0.00663792,-0.015666,0.246882,0.868467,0.505497,0.0160207,0.708796,0.183913,0
0.94013,0.808868,0.00021621,0.235146,0.91478,0.120163,0.213278,-0.0130286,0.797971,0.517944,0.599076,0.668922,0.2558,-0.00396927,0.0135507,-0.00496648,-0.00713623,0.436125,0.626765,0.951143,-0.00966427,0.0375318,0.796844,0.721116,0.481244,0.438987,0.16175499999999998,-0.00196301,0.252272,0.915432,0.00502209,0.50894,0.970039,-0.0174897,0.933377,0.68782,0.036438,0.943294,0.300683,0.218447,0.813377,0.0397564,0.649872,0.482125,0.7872439999999999,-0.00269393,0.479696,0.841161,0.458988,0.0117261,0.00185633,-0.0119583,0.5486310000000001,0.0117311,0.7718729999999999,0.00649005,-0.00913279,0.00629982,0.293501,0.765828,0.469962,0.250348,0.679983,-0.00656898,0.0623381,0.4689100000000001,0.00166569,0.0147918,0.972638,0.663586,-0.00332062,0.06400209999999999,0.0103821,0.526428,0.8663219999999999,0.480919,-0.0135572,0.8712770000000001,0.00176245,0.00551003,-0.013019799999999998,0.373605,0.657053,0.980699,0.107317,0.0787901,0.7307319999999999,0.8817,0.938187,0.0133615,0.0705656,-0.00946649,-0.00805994,0.00794534,0.720711,0.000458825,0.0592282,0.00334495,0.359904,0.201612,0
0.00479919,0.516282,0.210702,0.673772,0.22402,0.752073,0.00352251,0.607482,0.660209,0.358177,0.7894180000000001,0.902034,0.2513,0.0108175,0.00496441,0.010275200000000002,0.00139975,0.00961256,0.00338075,0.467833,-0.00585272,0.0105644,-0.00948883,0.0111231,0.247277,0.996568,0.140953,0.289779,0.15798099999999998,-0.00625865,0.920149,0.259123,0.644345,-0.00876358,0.07552869999999999,0.306114,0.000655354,0.014114700000000003,0.0159699,0.668823,0.89036,0.259823,0.582739,-0.0133463,0.26202,0.00665502,0.975164,-0.00430936,0.736428,-0.00807643,-0.017036799999999998,0.7525229999999999,0.794404,0.7939470000000001,0.8481639999999999,0.014081299999999996,0.5569109999999999,-0.00742556,0.472098,0.808033,0.190942,0.943417,0.925777,0.739792,0.934724,0.380825,-0.00914731,0.391527,0.0915841,-0.013763299999999996,0.295196,0.1647,0.660573,0.842694,0.270552,0.514053,0.551995,0.978575,0.00172904,0.0122389,-0.0080616,0.366961,0.4400850000000001,0.7780600000000001,0.00720013,0.8278040000000001,0.0133756,0.393726,-0.00171777,-2.98885e-05,0.117654,0.8023899999999999,0.183811,0.464949,0.331635,0.513749,0.820466,0.000471576,0.784279,0.741001,0
-0.0169856,0.06819789999999999,0.0154684,0.253869,0.421491,0.238848,0.23520700000000005,0.132996,-0.0155396,0.582144,0.522203,-0.014788,0.455444,0.00968479,-0.00116142,0.7136640000000001,0.958447,0.339047,0.547045,0.00821378,0.524139,0.00174237,0.06657360000000001,0.110273,0.0008853760000000002,0.380673,0.042041900000000014,0.723553,0.619646,-0.0156507,0.344129,0.284563,-0.00212511,0.00993208,0.807611,0.180433,0.4489770000000001,0.5171279999999999,0.6499159999999999,0.8556040000000001,0.0105744,0.762411,0.971582,0.4142,0.185422,0.95311,0.8401190000000001,0.418007,-0.00542554,0.94947,0.728621,-0.0125946,0.380589,0.6980149999999999,-0.013541,0.668596,0.663009,0.00255466,0.953332,0.00994985,0.00335089,0.8478979999999999,0.346655,0.808673,0.5142680000000001,0.902127,-0.00661876,0.725453,0.243305,-0.00614325,0.903945,-0.00909755,0.00138802,0.5275810000000001,0.432587,0.226086,0.766729,0.665207,0.00982125,0.459028,0.0289386,0.990948,0.316515,0.00472603,-0.00492293,0.0443807,0.202999,-0.00687563,0.00888878,0.714762,0.0154411,0.8308549999999999,0.29219,0.16480999999999998,0.12848800000000002,0.531684,0.279424,-0.0146246,0.312909,0.00908518,0
0.877986,0.266432,0.0305366,0.0007774460000000001,0.995503,0.0129989,0.838952,0.63871,0.51682,0.29380500000000004,-0.011376100000000002,0.507228,-0.00119989,0.658181,0.051948,0.015198500000000004,0.551168,-0.00307573,0.0388634,0.00919309,0.607576,0.920261,0.806144,0.120758,-0.0118517,-0.0142908,0.0754193,0.397446,0.66146,0.388008,0.4941100000000001,0.30737,0.307861,0.162897,0.0192996,0.769278,0.00977847,-0.000470539,0.8548819999999999,0.0137504,0.00308296,0.039195,0.0120515,0.309185,0.368202,0.374319,0.240768,0.967901,0.220125,0.799836,0.60195,0.935451,0.450435,0.00523752,0.54283,0.191944,0.5480079999999999,0.385949,0.186269,0.00473485,0.00276964,0.010917200000000002,0.83536,0.339692,0.345107,0.0287608,0.8984629999999999,0.322561,0.55482,-0.00537781,-0.023036900000000003,0.438113,0.823644,0.0122199,0.4400060000000001,-0.0357755,0.46393,-0.0147679,0.203459,0.0150793,0.8518459999999999,0.614745,0.0127411,0.423386,0.00251612,0.577148,-0.000399232,0.504857,0.00553856,0.6510199999999999,-0.0121666,0.889958,0.678267,0.811589,0.0767567,-0.0121426,-0.00343867,0.542469,0.167906,0.344117,0
0.8654440000000001,0.991611,-0.00965628,0.429151,0.925626,0.617334,0.5699850000000001,0.0201154,0.537036,0.444317,-0.012816299999999996,0.6108,0.126878,0.304808,0.8324879999999999,-0.00982598,0.00436134,0.252553,0.698724,0.878057,0.972222,0.649926,-0.00829398,0.177297,0.604115,0.00820637,0.108906,0.576212,0.358484,0.5614100000000001,0.6891729999999999,0.193413,0.0348467,-0.013130700000000002,0.343112,0.253405,0.00265153,0.488041,0.887438,0.018287900000000003,0.346186,-0.000514757,0.00265268,0.273471,0.00924454,0.0167291,0.489022,0.975519,0.0298743,0.5350739999999999,-0.00606811,0.656658,0.016312,0.422984,0.642097,0.0711777,0.113918,0.95946,0.309218,0.00343646,0.0520241,-0.0235952,0.728175,0.548248,-0.0206286,-0.00518673,0.00500548,0.012481,0.00478498,0.0098746,-0.007811199999999998,0.762704,0.248886,0.0644207,0.853791,0.990762,0.543774,0.00815887,0.5433319999999999,0.150051,0.445713,0.0110921,0.6064510000000001,0.674269,0.387949,0.568634,-0.00748138,0.901932,0.175502,-0.000409699,0.00548538,0.475503,0.6853060000000001,-0.00703018,0.367606,0.0957211,0.465779,0.12737,0.777855,0.181108,0
0.377805,0.0159159,0.285597,0.537031,0.592275,0.469682,0.5813689999999999,0.00929741,0.122747,0.135921,0.411857,-0.00814057,0.6122270000000001,0.054208800000000015,0.00631167,0.06842469999999999,0.0113678,0.450847,-0.00214695,0.379965,0.0140895,-0.0137042,0.00569474,0.8439469999999999,-0.00956774,0.0644097,-0.0202348,0.204088,0.986779,-0.00829502,-0.00254124,0.00991497,0.427612,-0.0168202,0.611867,0.015322399999999996,0.396826,0.0214634,0.734116,0.0193983,0.28552,0.594437,0.662195,-0.00387024,0.586188,0.8944409999999999,0.176473,0.376575,0.226559,-0.0141111,0.205083,-0.000620606,-0.00881168,0.00268687,0.109841,0.878991,0.00281476,0.00414575,0.004200100000000001,0.7255189999999999,0.00898567,0.32908000000000004,0.00515256,0.582495,0.220782,0.816268,0.469282,0.00709232,0.669513,0.485988,0.153294,0.891335,0.188857,0.143791,0.0116083,0.964247,0.256562,0.313848,0.269016,0.0100921,0.840568,0.00810609,0.929968,0.814559,0.541324,0.0034705,0.689559,0.632783,0.447058,0.460872,0.64368,0.842933,0.479681,0.377385,0.922352,0.7493029999999999,0.00686793,0.642716,0.36102,0.64812,0
